cns5_id,gj_id,component_id,n_components,primary_flag,gj_system_primary,gaia_edr3_id,hip_id,ra,dec,epoch,coordinates_bibcode,parallax,parallax_error,parallax_bibcode,pmra,pmra_error,pmdec,pmdec_error,pm_bibcode,rv,rv_error,rv_bibcode,g_mag,g_mag_error,bp_mag,bp_mag_error,rp_mag,rp_mag_error,g_mag_from_hip,g_mag_from_hip_error,g_rp_from_hip,g_rp_from_hip_error,g_mag_resulting,g_mag_resulting_error,g_rp_resulting,g_rp_resulting_error,g_rp_resulting_flag,j_mag,j_mag_error,h_mag,h_mag_error,k_mag,k_mag_error,jhk_mag_bibcode,w1_mag,w1_mag_error,w2_mag,w2_mag_error,w3_mag,w3_mag_error,w4_mag,w4_mag_error,wise_mag_bibcode
5856,13414,,,0,,1943493115426301312,,356.4165157871892,49.70693338974384,2016.0,2020yCat.1350....0G,42.004634135959456,0.027131882,2020yCat.1350....0G,-481.10895752997175,0.016877878457307816,-312.42759071095224,0.01594444178044796,2020yCat.1350....0G,,,,12.752114,0.0003943600891607201,14.334099,0.0012113908968327675,11.526344,0.0005801794923772629,,,,,12.752114,0.0003943600891607201,1.2190324950428595,0.0018692448069486337,0,9.821,0.022,9.189,0.027,8.94,0.021,2003yCat.2246....0C,8.767,0.022,8.627,0.02,8.475,0.022,8.34,0.241,2014yCat.2328....0C
5883,13431,,,0,,,,357.8314458,49.6330161,2000.0,2014yCat.2328....0C,32.0,5.0,2020AJ....159..257B,-357.3999938964844,2.799999952316284,-182.0,3.0,2020AJ....159..257B,,,,,,,,,,,,,,,,,,,16.538,0.13,15.77,0.135,15.149,0.135,2003tmc..book.....C,14.897,0.032,14.315,0.042,12.878,,9.025,,2014yCat.2328....0C
5902,13445,,,0,,1941011930001137280,,358.73570743127874,50.60416096368615,2016.0,2020yCat.1350....0G,57.10928783314454,0.025151795,2020yCat.1350....0G,53.66757665267041,0.017350777983665466,10.179843746518875,0.017815807834267616,2020yCat.1350....0G,,,,11.543671,0.00044748357018634707,12.960619,0.0014112791240508224,10.369968,0.0007608149413889201,,,,,11.543671,0.00044748357018634707,1.1689686936898327,0.002064109527380338,0,8.798,0.018,8.211,0.038,7.954,0.021,2003yCat.2246....0C,7.78,0.028,7.648,0.02,7.539,0.017,7.367,0.102,2014yCat.2328....0C
5919,4382,,,0,,1940954617956840192,118162,359.5280691853795,50.448764156709025,2016.0,2020yCat.1350....0G,40.76480447005039,0.063659154,2020yCat.1350....0G,-46.112936775103194,0.05036131665110588,244.76141682945706,0.05638445168733597,2020yCat.1350....0G,4.961644172668457,1.4399638175964355,2020yCat.1350....0G,6.570978,0.00012451015506867802,6.898232,0.00033830159321068364,6.0701704,0.0004632625717852863,,,,,6.570978,0.00012451015506867802,0.49998995349617054,0.0014209363737993353,0,5.492,0.02,5.233,0.057,5.141,0.018,2003yCat.2246....0C,5.135,0.161,4.929,0.078,5.164,0.015,5.102,0.029,2014yCat.2328....0C
5373,4223,,,0,,1980487077505535744,,326.9734828999239,50.248486859158554,2016.0,2020yCat.1350....0G,48.52835877702847,0.022045285,2020yCat.1350....0G,693.7798020425611,0.020077398046851158,425.6253973339833,0.016749363392591476,2020yCat.1350....0G,,,,12.141446,0.000353055950019532,13.635873,0.0010733544361665995,10.944558,0.0004280264137095279,,,,,12.141446,0.000353055950019532,1.1930750923623261,0.0017393379075014604,0,9.311,0.023,8.765,0.075,8.555,0.023,2003yCat.2246....0C,8.346,0.024,8.177,0.02,8.067,0.02,8.082,0.203,2014yCat.2328....0C
5315,4205,,,0,,2171727299589482112,106557,323.71302482042864,51.538502503558405,2016.0,2020yCat.1350....0G,56.74537372180514,0.03643758,2020yCat.1350....0G,458.9052458276693,0.03717533126473427,313.164423366211,0.03709406405687332,2020yCat.1350....0G,,,,10.724582,0.0005311290713490991,12.027866,0.0014187661668971492,9.584763,0.0006586416444961923,,,,,10.724582,0.0005311290713490991,1.1311975640071361,0.0020338894395214007,0,8.038,0.019,7.472,0.034,7.271,0.026,2003yCat.2246....0C,7.055,0.041,7.015,0.02,6.958,0.018,6.812,0.09,2014yCat.2328....0C
5533,1268,,,0,,2001345397199713152,,336.2346972856473,52.007111377537385,2016.0,2020yCat.1350....0G,63.82317476484109,0.018424958,2020yCat.1350....0G,233.15465647816853,0.016534611582756042,431.9830917139213,0.016616247594356537,2020yCat.1350....0G,,,,13.330946,0.0007397635969784386,15.207454,0.002857005604529037,12.041939,0.0010134374152634775,,,,,13.330946,0.0007397635969784386,1.2921868359330166,0.003298414227923207,0,10.155,0.023,9.597,0.028,9.298,0.02,2003yCat.2246....0C,9.101,0.023,8.916,0.02,8.731,0.025,8.625,0.304,2014yCat.2328....0C
5443,13182,,,0,,1981274568353597696,,330.51202295099523,53.09923312906451,2016.0,2020yCat.1350....0G,39.95665227752242,0.05221722,2020yCat.1350....0G,225.2802260663186,0.0577724389731884,16.51607870423817,0.060218263417482376,2020yCat.1350....0G,,,,16.179596,0.0011713335693212422,18.57747,0.07303849825289074,14.69206,0.004783305423912305,,,,,16.179596,0.0011713335693212422,1.4875354766845703,0.004924635327518954,1,12.264,0.036,11.688,0.039,11.305,0.03,2003yCat.2246....0C,,,,,,,,,
5506,4269,B,2,1,4268,2005804153064109056,,334.01245712699904,54.66681023756337,2016.0,2020yCat.1350....0G,45.64086269422267,0.026360456,2020yCat.1350....0G,210.82870238916124,0.02501618303358555,67.43128193875114,0.019627587869763374,2020yCat.1350....0G,,,,12.732375,0.0007067244750627486,14.350177,0.004204184201088385,11.498617,0.001697014218337368,,,,,12.732375,0.0007067244750627486,1.2285189586742011,0.004716462875282744,0,9.718,0.025,9.191,0.032,8.934,0.02,2003yCat.2246....0C,8.785,0.022,8.592,0.02,8.511,0.022,8.121,0.173,2014yCat.2328....0C
5503,4268,A,2,1,,2005798350576886144,109926,333.9772112326326,54.673202306837965,2016.0,2020yCat.1350....0G,45.61506522429697,0.019084385,2020yCat.1350....0G,212.61235279639854,0.018170321360230446,70.10147739939207,0.01474666316062212,2020yCat.1350....0G,-7.862965106964111,0.15416854619979858,2020yCat.1350....0G,7.2831597,0.00034607682985951933,7.692218,0.0012506358444504186,6.703673,0.0009180881751367848,,,,,7.2831597,0.00034607682985951933,0.5784549633606475,0.0020240987902644977,0,6.039,0.027,5.641,0.044,5.585,0.023,2003yCat.2246....0C,5.52,0.179,5.415,0.055,5.576,0.015,5.537,0.036,2014yCat.2328....0C
5332,13121,,,0,,2173367633501430272,,324.5723456671,52.955345203478224,2016.0,2020yCat.1350....0G,55.078825424644386,0.049043074,2020yCat.1350....0G,218.43344057262703,0.05150714889168739,26.85335469374356,0.04791214317083359,2020yCat.1350....0G,,,,15.80459,0.0009756169763829966,18.742458,0.023347573668372645,14.338306,0.0019421831261776724,,,,,15.80459,0.0009756169763829966,1.4662837982177734,0.0021734543427953524,1,11.845,0.021,11.169,0.028,10.81,0.022,2003yCat.2246....0C,10.601,0.022,10.386,0.02,10.056,0.062,8.872,,2014yCat.2328....0C
5254,1261,,,0,,2176116580055936512,,319.7337822945517,54.21231528668666,2016.0,2020yCat.1350....0G,57.79104103290799,0.027830308,2020yCat.1350....0G,-85.45007863177405,0.02597902901470661,193.1926180398488,0.026131093502044678,2020yCat.1350....0G,,,,12.393204,0.0003232881868140817,12.355269,0.0008430679189400407,12.495866,0.0004044768612908249,,,,,12.393204,0.0003232881868140817,-0.1026620864868164,0.0005177999450108254,1,12.681,0.021,12.785,0.023,12.85,0.038,2003yCat.2246....0C,,,,,,,,,
5288,13096,,,0,,2177877452238559104,,321.85799800123465,55.88868198542661,2016.0,2020yCat.1350....0G,57.605692906949706,0.06244391,2020yCat.1350....0G,308.52400026741117,0.07550433278083801,264.02446585749703,0.06299496442079544,2020yCat.1350....0G,,,,16.289536,0.0009498384632253926,19.62896,0.026375634971814384,14.763616,0.0012003103114671323,,,,,16.289536,0.0009498384632253926,1.5259199142456055,0.0015306658518555575,1,12.007,0.022,11.327,0.018,10.913,0.017,2003yCat.2246....0C,10.692,0.023,10.495,0.02,10.317,0.059,9.329,,2014yCat.2328....0C
5397,13157,,,0,,2202703050401536000,,327.91636041932077,59.2929297833234,2016.0,2020yCat.1350....0G,118.18195655158056,0.016692562,2020yCat.1350....0G,-86.74227008780505,0.018263930454850197,-19.236664849105665,0.018065204843878746,2020yCat.1350....0G,,,,14.373105,0.00021623960503977407,14.813503,0.0012775144849108968,13.762923,0.0006843447420567894,,,,,14.373105,0.00021623960503977407,0.6081260107744548,0.001946887512194253,0,12.972,0.065,12.803,0.06,12.654,0.058,2003yCat.2246....0C,,,,,,,,,
5430,13178,,,0,,2199435611080216704,,329.5327510917722,58.61194614634069,2016.0,2020yCat.1350....0G,41.407692684967984,0.09457938,2020yCat.1350....0G,551.79849388534,0.11779718846082687,317.1753322408384,0.11208806931972504,2020yCat.1350....0G,,,,17.470282,0.0016673684738564142,20.801048,0.06494844037288859,15.8929615,0.003456025734374858,,,,,17.470282,0.0016673684738564142,1.5773200988769531,0.0038372166350457127,1,13.061,0.024,12.39,0.029,11.934,0.024,2003yCat.2246....0C,11.637,0.023,11.406,0.021,11.301,0.11,9.658,,2014yCat.2328....0C
5731,4324,,,0,,1995681125599758592,114924,349.17709948419514,53.2124234941761,2016.0,2020yCat.1350....0G,48.51966055563636,0.053024076,2020yCat.1350....0G,112.46137752821828,0.043620992451906204,-236.5536757171971,0.045633744448423386,2020yCat.1350....0G,-27.04665756225586,0.16269390285015106,2020yCat.1350....0G,5.4463863,0.0005136488911424806,5.7207384,0.0006972216921511323,5.0170035,0.0016609572736867523,,,,,5.4463863,0.0005136488911424806,0.43615002992321966,0.0022214628407918545,0,4.871,0.25,4.599,0.19,4.306,0.036,2003yCat.2246....0C,4.229,0.286,3.93,0.157,4.31,0.015,4.192,0.025,2014yCat.2328....0C
5703,13325,A,2,1,,1996725077535282944,,347.4942602443266,55.11334934475551,2016.0,2020yCat.1350....0G,60.97636202144559,0.029727664,2020yCat.1350....0G,409.0668851208582,0.026463285088539124,42.478462401165714,0.023114221170544624,2020yCat.1350....0G,,,,13.986193,0.0006888847447666625,16.160164,0.004922397758908543,12.632325,0.0011540080935585305,,,,,13.986193,0.0006888847447666625,1.3565147449004895,0.005220319374991002,0,10.541,0.02,9.937,0.017,9.601,0.015,2003yCat.2246....0C,9.383,0.022,9.207,0.02,8.96,0.027,8.263,0.199,2014yCat.2328....0C
5704,13326,B,2,0,13325,1996725077535283200,,347.49706026663284,55.11394371458394,2016.0,2020yCat.1350....0G,60.92299138353415,0.031708114,2020yCat.1350....0G,407.36584254704917,0.029666386544704437,48.00481691092904,0.025557322427630424,2020yCat.1350....0G,,,,15.6044655,0.00034028470597132355,15.966105,0.002134233029190663,15.065339,0.0020345850203247126,,,,,15.6044655,0.00034028470597132355,0.5355021735777039,0.0032224969864715256,0,14.269,0.051,13.941,0.075,13.93,0.073,2003yCat.2246....0C,,,,,,,,,
5718,892,,,0,,2009481748875806976,114622,348.33773395483047,57.16966644274312,2016.0,2020yCat.1350....0G,152.86400389732427,0.056607213,2020yCat.1350....0G,2074.413511999184,0.050308357924222946,294.4519772796575,0.04295603930950165,2020yCat.1350....0G,-18.637081146240234,0.19031202793121338,2020yCat.1350....0G,5.2318964,0.0006250157182513737,5.766576,0.0005653682578474045,4.5502343,0.0017417232297817827,,,,,5.2318964,0.0006250157182513737,0.6841694241260257,0.0022457161610815587,0,3.981,0.258,3.469,0.226,3.261,0.304,2003yCat.2246....0C,,,,,,,,,
5822,13397,,,0,,,,354.3709849,57.7938447,2000.0,2014yCat.2328....0C,26.0,5.0,2020AJ....159..257B,26.100000381469727,2.799999952316284,-135.0,2.799999952316284,2020AJ....159..257B,,,,,,,,,,,,,,,,,,,16.595,0.138,15.767,,15.356,,2003tmc..book.....C,14.799,0.033,14.038,0.041,12.533,,9.011,,2014yCat.2328....0C
5550,860,AB,2,1,,,110893,337.0017403523762,57.69701975998691,1991.25,2007A&A...474..653V,249.94000244140625,1.87,2007A&A...474..653V,-865.47,2.1600000858306885,-461.53,2.0299999713897705,2007A&A...474..653V,,,,,,,,,,8.325771254047362,0.0819544866681099,1.2105670701054514,0.13118532011784165,8.325771,0.0819544866681099,1.2105670701054514,0.13118532011784165,2,,,,,,,,,,,,,,,,
5640,13291,,,0,,,112915,343.00272489327705,57.71744429590715,1991.25,2007A&A...474..653V,41.880001068115234,0.95,2007A&A...474..653V,-93.41,0.9900000095367432,-218.6,1.149999976158142,2007A&A...474..653V,,,,,,,,,,7.741555491380187,0.08193203061819077,0.6720103610012842,0.1311572620322354,7.7415557,0.08193203061819077,0.6720103610012842,0.1311572620322354,2,,,,,,,,,,,,,,,,
5537,4276,,,0,,2200501793758177152,,336.3221787107789,59.412459832120234,2016.0,2020yCat.1350....0G,46.96511068620671,0.024135703,2020yCat.1350....0G,122.08437365157926,0.02354021929204464,-310.12905612236807,0.021649714559316635,2020yCat.1350....0G,,,,11.656708,0.0004981189995416918,13.181391,0.001965875508701302,10.446536,0.0010404497031688037,,,,,11.656708,0.0004981189995416918,1.2027824944413787,0.002576276790357677,0,8.745,0.027,8.16,0.044,7.887,0.021,2003yCat.2246....0C,7.736,0.025,7.628,0.02,7.529,0.023,7.583,0.138,2014yCat.2328....0C
5649,878,,,0,,2014653404891943936,,343.5831299528126,60.9948603958803,2016.0,2020yCat.1350....0G,56.14678575857084,0.0229093,2020yCat.1350....0G,-705.4853768020032,0.021676411852240562,-132.5136610821121,0.02040216140449047,2020yCat.1350....0G,,,,11.599415,0.0004187433713314336,13.027678,0.0014608816110857701,10.426491,0.0006979581679622811,,,,,11.599415,0.0004187433713314336,1.171368825284551,0.0020763720008307326,0,8.836,0.024,8.195,0.026,7.971,0.021,2003yCat.2246....0C,7.815,0.023,7.677,0.018,7.529,0.019,7.013,0.081,2014yCat.2328....0C
5670,13308,,,0,,2206933593176297728,,344.5651921487386,61.740601953704065,2016.0,2020yCat.1350....0G,42.43362920290026,0.019113692,2020yCat.1350....0G,223.18368940776932,0.016935065388679504,-24.442397631632772,0.016787759959697723,2020yCat.1350....0G,,,,12.977303,0.00039547908495586874,14.343447,0.0012884583134847596,11.829153,0.0004374422221207754,,,,,12.977303,0.00039547908495586874,1.1497447835907064,0.0018818821757171603,0,10.285,0.02,9.715,0.022,9.46,0.017,2003yCat.2246....0C,9.315,0.023,9.15,0.02,8.947,0.036,7.704,0.112,2014yCat.2328....0C
5767,895,,,0,,2009439555118168832,115562,351.12662828149587,57.85305705753156,2016.0,2020yCat.1350....0G,75.6034455180801,0.014611401,2020yCat.1350....0G,-61.77409055477234,0.012435602955520153,-282.0418577143782,0.013981212861835957,2020yCat.1350....0G,-33.71532440185547,0.18683528900146484,2020yCat.1350....0G,9.144559,0.0003203581878443465,10.231806,0.0014824042735456036,8.106551,0.0005429970275759886,,,,,9.144559,0.0003203581878443465,1.0372246043695794,0.0020450839107925686,0,6.795,0.032,6.097,0.034,5.871,0.021,2003yCat.2246....0C,5.855,0.126,5.652,0.053,5.694,0.015,5.613,0.04,2014yCat.2328....0C
5799,895.4,,,0,,2011251030583236352,116085,352.85213047066645,59.16602319741594,2016.0,2020yCat.1350....0G,59.39297629748376,0.019254552,2020yCat.1350....0G,1106.4417016775722,0.01710808277130127,113.40231164035436,0.018078036606311798,2020yCat.1350....0G,-25.22239112854004,0.13140636682510376,2020yCat.1350....0G,6.537038,0.00014632912749958083,6.952739,0.0005514709771290131,5.9505105,0.0007010436055034493,,,,,6.537038,0.00014632912749958083,0.584994772802337,0.0015765729844929171,0,5.346,0.037,4.975,0.084,4.797,0.016,2003yCat.2246....0C,4.761,0.282,4.607,0.145,4.789,0.015,4.723,0.025,2014yCat.2328....0C
5709,13329,,,0,,2014924125275395840,,347.6019168141903,61.57190911559182,2016.0,2020yCat.1350....0G,42.95460239731713,0.02304006,2020yCat.1350....0G,228.8049808802984,0.02294974774122238,-207.29649405380354,0.021218514069914818,2020yCat.1350....0G,,,,14.420781,0.0006219956246219541,16.370626,0.00346622270108751,13.122246,0.0008053609497282397,,,,,14.420781,0.0006219956246219541,1.3075427491494727,0.0037885757314433566,0,11.229,0.027,10.654,0.027,10.386,0.021,2003yCat.2246....0C,10.154,0.022,9.972,0.02,9.765,0.082,8.818,,2014yCat.2328....0C
5837,4358,AB,2,1,,2012238465046622848,,355.0329641598771,60.687333235871876,2016.0,2020yCat.1350....0G,39.79816220763004,0.24405505,2020yCat.1350....0G,81.70199163428431,0.24153003096580505,-288.3294181503818,0.21892809867858887,2020yCat.1350....0G,,,,11.147219,0.0010937672444562545,11.876661,0.003952479346061963,9.74249,0.002387149399870731,,,,,11.147219,0.0010937672444562545,1.0404465717419225,0.004796933941420248,0,8.136,0.019,7.556,0.04,7.331,0.023,2003yCat.2246....0C,7.024,0.038,7.013,0.02,6.96,0.017,6.751,0.052,2014yCat.2328....0C
5852,13411,,,0,,2012619720701400192,,355.96646640493077,61.03541809766475,2016.0,2020yCat.1350....0G,55.428283383188045,0.022585906,2020yCat.1350....0G,-612.9232181884125,0.018338341265916824,-494.84469749841855,0.017266355454921722,2020yCat.1350....0G,,,,12.202946,0.00043573292528177615,13.674831,0.0014869219776824818,11.015445,0.0005589946069509645,,,,,12.202946,0.00043573292528177615,1.1854109080105373,0.002052659722972964,0,9.392,0.019,8.855,0.023,8.62,0.022,2003yCat.2246....0C,8.439,0.023,8.259,0.02,8.154,0.023,7.89,0.129,2014yCat.2328....0C
4921,1245,,,0,,2079073928612821760,,298.48192590176114,44.41290615922913,2016.0,2020yCat.1350....0G,214.5957120253764,0.05745437,2020yCat.1350....0G,349.36300477619653,0.05622308328747749,-480.32231510686086,0.05405794456601143,2020yCat.1350....0G,5.43,0.1,2010MNRAS.407.2269M,11.908311,0.0007556780271638384,14.3320465,0.0024889265885083296,10.509522,0.0009321489184383426,,,,,11.908311,0.0007556780271638384,1.4010352124159993,0.0029586580013799303,0,8.275,0.026,7.728,0.031,7.387,0.018,2003yCat.2246....0C,7.117,0.138,6.93,0.064,6.793,0.023,6.655,0.093,2014yCat.2328....0C
4888,12872,,,0,,2079782151537655936,,295.7811283223324,45.303768599102675,2016.0,2020yCat.1350....0G,48.99213829404569,0.028037623,2020yCat.1350....0G,120.65425928759646,0.029771003872156143,263.6278927730243,0.033180445432662964,2020yCat.1350....0G,,,,14.918887,0.0007219037994905948,17.301605,0.007890691114936817,13.532185,0.0010222167411745263,,,,,14.918887,0.0007219037994905948,1.3932851442272118,0.008062129578298795,0,11.331,0.023,10.752,0.022,10.38,0.012,2003yCat.2246....0C,10.175,0.023,9.98,0.02,9.807,0.032,9.786,,2014yCat.2328....0C
4915,1243,,,0,,2080285727861817088,,297.79001858504904,46.48457360658962,2016.0,2020yCat.1350....0G,83.51930157396396,0.01983927,2020yCat.1350....0G,183.24203432496074,0.019851895049214363,265.6973256271691,0.021776631474494934,2020yCat.1350....0G,,,,11.543919,0.0005170454786294437,13.152397,0.001581227615910315,10.316981,0.0005083422187636483,,,,,11.543919,0.0005170454786294437,1.2250300036514408,0.002109192401061356,0,8.586,0.023,8.045,0.02,7.773,0.016,2003yCat.2246....0C,7.568,0.03,7.417,0.02,7.295,0.017,7.177,0.075,2014yCat.2328....0C
4748,12786,,,0,,2106082126071775488,,286.80374750641766,44.269487400693535,2016.0,2020yCat.1350....0G,46.25619174821176,0.016269725,2020yCat.1350....0G,118.54948881610419,0.016234681010246277,173.24289526640942,0.019519202411174774,2020yCat.1350....0G,,,,13.632091,0.0006681885254152588,15.478112,0.003172209892081856,12.3505535,0.000974864388734356,,,,,13.632091,0.0006681885254152588,1.284475181968411,0.0035641655651560845,0,10.447,0.02,9.855,0.016,9.559,0.016,2003yCat.2246....0C,9.35,0.022,9.193,0.019,9.036,0.027,8.992,0.369,2014yCat.2328....0C
4740,12782,,,0,,,,286.6030705,45.1352782,2000.0,2014yCat.2328....0C,64.0999984741211,1.6,2019ApJS..240...19K,-22.799999237060547,0.5,-350.260009765625,0.10999999940395355,2019ApJS..240...19K,,,,,,,,,,,,,,,,,,,16.36,0.09,16.32,0.09,16.83,0.19,2011ApJS..197...19K,16.033,0.045,13.815,0.033,12.876,0.469,9.543,,2014yCat.2328....0C
4737,12779,,,0,,2106422459279293568,,286.32255569093866,45.118232859129556,2016.0,2020yCat.1350....0G,48.175203966900604,0.17309156,2020yCat.1350....0G,9.288536778123031,0.15717723965644836,-607.2660340064076,0.16393254697322845,2020yCat.1350....0G,,,,12.640089,0.00045606486458853255,14.131809,0.00129821547315754,11.448219,0.0005218676233555276,,,,,12.640089,0.00045606486458853255,1.1911031376089405,0.0019098977017244672,0,9.85,0.021,9.3,0.019,9.027,0.014,2003yCat.2246....0C,8.865,0.023,8.686,0.02,8.528,0.022,8.336,0.188,2014yCat.2328....0C
4824,1237,,,0,,2129771310248902016,95575,291.61139228720253,49.468473686672475,2016.0,2020yCat.1350....0G,41.13296335729156,0.24276704,2020yCat.1350....0G,457.07535165768337,0.25825703144073486,712.8229076749203,0.27610164880752563,2020yCat.1350....0G,,,,7.716483,0.00018225015231632547,8.231129,0.0006951876963408105,7.037558,0.000451684790615108,,,,,7.716483,0.00018225015231632547,0.6739311245023444,0.0015418511871178283,0,6.161,0.018,5.674,0.021,5.566,0.016,2003yCat.2246....0C,5.493,0.142,5.395,0.051,5.563,0.015,5.523,0.035,2014yCat.2328....0C
